Row number,Year,Stlkey,Station,Setno,IPHC Species Code,Scientific Name,Species Name,SampleType,HooksFished,HooksRetrieved,HooksObserved,Number Observed
"1,334",2023,20230407,2143,74,127,Sebastes paucispinis,Bocaccio,20Hook,800.0,800.0,160.0,1.0
"1,335",2023,20230407,2143,74,143,Raja rhina,Longnose Skate,20Hook,800.0,800.0,160.0,1.0
"1,336",2023,20230407,2143,74,303,,Hook with Skin,20Hook,800.0,800.0,160.0,1.0
"1,337",2023,20230407,2143,74,304,,Empty Hook,20Hook,800.0,800.0,160.0,119.0
"1,338",2023,20230407,2143,74,305,,Hook with Bait,20Hook,800.0,800.0,160.0,3.0
"1,339",2023,20230408,2146,75,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,800.0,800.0,160.0,1.0
"1,340",2023,20230408,2146,75,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,800.0,800.0,160.0,16.0
"1,341",2023,20230408,2146,75,31,Sebastes aleutianus,Rougheye Rockfish,20Hook,800.0,800.0,160.0,9.0
"1,342",2023,20230408,2146,75,54,Squalus suckleyi,Spiny Dogfish,20Hook,800.0,800.0,160.0,5.0
"1,343",2023,20230408,2146,75,90,Sebastes babcocki,Redbanded Rockfish,20Hook,800.0,800.0,160.0,5.0
"1,344",2023,20230408,2146,75,119,Sebastes borealis,Shortraker Rockfish,20Hook,800.0,800.0,160.0,2.0
"1,345",2023,20230408,2146,75,143,Raja rhina,Longnose Skate,20Hook,800.0,800.0,160.0,2.0
"1,346",2023,20230408,2146,75,150,Sebastolobus alascanus,Shortspine Thornyhead,20Hook,800.0,800.0,160.0,6.0
"1,347",2023,20230408,2146,75,303,,Hook with Skin,20Hook,800.0,800.0,160.0,12.0
"1,348",2023,20230408,2146,75,304,,Empty Hook,20Hook,800.0,800.0,160.0,94.0
"1,349",2023,20230408,2146,75,305,,Hook with Bait,20Hook,800.0,800.0,160.0,2.0
"1,350",2023,20230409,2149,76,54,Squalus suckleyi,Spiny Dogfish,20Hook,808.0,808.0,160.0,9.0
"1,351",2023,20230409,2149,76,87,Sebastes maliger,Quillback Rockfish,20Hook,808.0,808.0,160.0,1.0
"1,352",2023,20230409,2149,76,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,808.0,808.0,160.0,18.0
"1,353",2023,20230409,2149,76,126,Prionace glauca,Blue Shark,20Hook,808.0,808.0,160.0,1.0
"1,354",2023,20230409,2149,76,304,,Empty Hook,20Hook,808.0,808.0,160.0,109.0
"1,355",2023,20230409,2149,76,305,,Hook with Bait,20Hook,808.0,808.0,160.0,1.0
"1,356",2023,20230409,2149,76,307,,Bent/Broken/Missing,20Hook,808.0,808.0,160.0,3.0
"1,357",2023,20230410,2214,46,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,42.0
"1,358",2023,20230410,2214,46,119,Sebastes borealis,Shortraker Rockfish,20Hook,792.0,792.0,160.0,1.0
"1,359",2023,20230410,2214,46,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,1.0
"1,360",2023,20230410,2214,46,150,Sebastolobus alascanus,Shortspine Thornyhead,20Hook,792.0,792.0,160.0,6.0
"1,361",2023,20230410,2214,46,303,,Hook with Skin,20Hook,792.0,792.0,160.0,40.0
"1,362",2023,20230410,2214,46,304,,Empty Hook,20Hook,792.0,792.0,160.0,52.0
"1,363",2023,20230410,2214,46,305,,Hook with Bait,20Hook,792.0,792.0,160.0,18.0
"1,364",2023,20230411,2015,47,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,800.0,800.0,160.0,52.0
"1,365",2023,20230411,2015,47,51,,Octopus,20Hook,800.0,800.0,160.0,1.0
"1,366",2023,20230411,2015,47,54,Squalus suckleyi,Spiny Dogfish,20Hook,800.0,800.0,160.0,2.0
"1,367",2023,20230411,2015,47,129,Galeorhinus zyopterus,Soupfin Shark,20Hook,800.0,800.0,160.0,1.0
"1,368",2023,20230411,2015,47,303,,Hook with Skin,20Hook,800.0,800.0,160.0,2.0
"1,369",2023,20230411,2015,47,304,,Empty Hook,20Hook,800.0,800.0,160.0,101.0
"1,370",2023,20230411,2015,47,307,,Bent/Broken/Missing,20Hook,800.0,800.0,160.0,1.0
"1,371",2023,20230412,2210,48,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,35.0
"1,372",2023,20230412,2210,48,31,Sebastes aleutianus,Rougheye Rockfish,20Hook,792.0,792.0,160.0,3.0
"1,373",2023,20230412,2210,48,119,Sebastes borealis,Shortraker Rockfish,20Hook,792.0,792.0,160.0,1.0
"1,374",2023,20230412,2210,48,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,1.0
"1,375",2023,20230412,2210,48,150,Sebastolobus alascanus,Shortspine Thornyhead,20Hook,792.0,792.0,160.0,2.0
"1,376",2023,20230412,2210,48,303,,Hook with Skin,20Hook,792.0,792.0,160.0,33.0
"1,377",2023,20230412,2210,48,304,,Empty Hook,20Hook,792.0,792.0,160.0,73.0
"1,378",2023,20230412,2210,48,305,,Hook with Bait,20Hook,792.0,792.0,160.0,11.0
"1,379",2023,20230412,2210,48,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,1.0
"1,380",2023,20230413,2006,49,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,784.0,784.0,160.0,69.0
"1,381",2023,20230413,2006,49,90,Sebastes babcocki,Redbanded Rockfish,20Hook,784.0,784.0,160.0,3.0
"1,382",2023,20230413,2006,49,129,Galeorhinus zyopterus,Soupfin Shark,20Hook,784.0,784.0,160.0,1.0
"1,383",2023,20230413,2006,49,303,,Hook with Skin,20Hook,784.0,784.0,160.0,4.0
"1,384",2023,20230413,2006,49,304,,Empty Hook,20Hook,784.0,784.0,160.0,79.0
"1,385",2023,20230413,2006,49,307,,Bent/Broken/Missing,20Hook,784.0,784.0,160.0,2.0
"1,386",2023,20230414,2005,50,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,6.0
"1,387",2023,20230414,2005,50,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,62.0
"1,388",2023,20230414,2005,50,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,792.0,792.0,160.0,5.0
"1,389",2023,20230414,2005,50,129,Galeorhinus zyopterus,Soupfin Shark,20Hook,792.0,792.0,160.0,1.0
"1,390",2023,20230414,2005,50,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,1.0
"1,391",2023,20230414,2005,50,303,,Hook with Skin,20Hook,792.0,792.0,160.0,1.0
"1,392",2023,20230414,2005,50,304,,Empty Hook,20Hook,792.0,792.0,160.0,73.0
"1,393",2023,20230414,2005,50,305,,Hook with Bait,20Hook,792.0,792.0,160.0,10.0
"1,394",2023,20230415,2205,51,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,35.0
"1,395",2023,20230415,2205,51,31,Sebastes aleutianus,Rougheye Rockfish,20Hook,792.0,792.0,160.0,15.0
"1,396",2023,20230415,2205,51,150,Sebastolobus alascanus,Shortspine Thornyhead,20Hook,792.0,792.0,160.0,2.0
"1,397",2023,20230415,2205,51,303,,Hook with Skin,20Hook,792.0,792.0,160.0,11.0
"1,398",2023,20230415,2205,51,304,,Empty Hook,20Hook,792.0,792.0,160.0,84.0
"1,399",2023,20230415,2205,51,305,,Hook with Bait,20Hook,792.0,792.0,160.0,7.0
"1,400",2023,20230415,2205,51,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,3.0
"1,401",2023,20230416,2002,52,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,792.0,792.0,160.0,4.0
"1,402",2023,20230416,2002,52,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,32.0
"1,403",2023,20230416,2002,52,31,Sebastes aleutianus,Rougheye Rockfish,20Hook,792.0,792.0,160.0,1.0
"1,404",2023,20230416,2002,52,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,2.0
"1,405",2023,20230416,2002,52,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,792.0,792.0,160.0,1.0
"1,406",2023,20230416,2002,52,129,Galeorhinus zyopterus,Soupfin Shark,20Hook,792.0,792.0,160.0,1.0
"1,407",2023,20230416,2002,52,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,1.0
"1,408",2023,20230416,2002,52,303,,Hook with Skin,20Hook,792.0,792.0,160.0,1.0
"1,409",2023,20230416,2002,52,304,,Empty Hook,20Hook,792.0,792.0,160.0,83.0
"1,410",2023,20230416,2002,52,305,,Hook with Bait,20Hook,792.0,792.0,160.0,7.0
"1,411",2023,20230416,2002,52,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,1.0
"1,412",2023,20230417,2001,53,54,Squalus suckleyi,Spiny Dogfish,20Hook,800.0,800.0,160.0,82.0
"1,413",2023,20230417,2001,53,304,,Empty Hook,20Hook,800.0,800.0,160.0,78.0
"1,414",2023,20230418,2004,54,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,800.0,800.0,160.0,26.0
"1,415",2023,20230418,2004,54,54,Squalus suckleyi,Spiny Dogfish,20Hook,800.0,800.0,160.0,17.0
"1,416",2023,20230418,2004,54,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,800.0,800.0,160.0,1.0
"1,417",2023,20230418,2004,54,129,Galeorhinus zyopterus,Soupfin Shark,20Hook,800.0,800.0,160.0,1.0
"1,418",2023,20230418,2004,54,141,Raja binoculata,Big Skate,20Hook,800.0,800.0,160.0,1.0
"1,419",2023,20230418,2004,54,303,,Hook with Skin,20Hook,800.0,800.0,160.0,15.0
"1,420",2023,20230418,2004,54,304,,Empty Hook,20Hook,800.0,800.0,160.0,86.0
"1,421",2023,20230418,2004,54,305,,Hook with Bait,20Hook,800.0,800.0,160.0,7.0
"1,422",2023,20230418,2004,54,307,,Bent/Broken/Missing,20Hook,800.0,800.0,160.0,1.0
"1,423",2023,20230419,2010,55,14,Eopsetta jordani,Petrale Sole,20Hook,792.0,792.0,160.0,2.0
"1,424",2023,20230419,2010,55,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,53.0
"1,425",2023,20230419,2010,55,129,Galeorhinus zyopterus,Soupfin Shark,20Hook,792.0,792.0,160.0,3.0
"1,426",2023,20230419,2010,55,303,,Hook with Skin,20Hook,792.0,792.0,160.0,4.0
"1,427",2023,20230419,2010,55,304,,Empty Hook,20Hook,792.0,792.0,160.0,55.0
"1,428",2023,20230419,2010,55,305,,Hook with Bait,20Hook,792.0,792.0,160.0,21.0
"1,429",2023,20230419,2010,55,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,3.0
"1,430",2023,20230420,2011,56,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,800.0,800.0,160.0,1.0
"1,431",2023,20230420,2011,56,54,Squalus suckleyi,Spiny Dogfish,20Hook,800.0,800.0,160.0,43.0
"1,432",2023,20230420,2011,56,90,Sebastes babcocki,Redbanded Rockfish,20Hook,800.0,800.0,160.0,2.0
"1,433",2023,20230420,2011,56,129,Galeorhinus zyopterus,Soupfin Shark,20Hook,800.0,800.0,160.0,2.0
"1,434",2023,20230420,2011,56,143,Raja rhina,Longnose Skate,20Hook,800.0,800.0,160.0,1.0
"1,435",2023,20230420,2011,56,303,,Hook with Skin,20Hook,800.0,800.0,160.0,2.0
"1,436",2023,20230420,2011,56,304,,Empty Hook,20Hook,800.0,800.0,160.0,106.0
"1,437",2023,20230421,2014,57,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,800.0,800.0,160.0,2.0
"1,438",2023,20230421,2014,57,54,Squalus suckleyi,Spiny Dogfish,20Hook,800.0,800.0,160.0,13.0
"1,439",2023,20230421,2014,57,129,Galeorhinus zyopterus,Soupfin Shark,20Hook,800.0,800.0,160.0,1.0
"1,440",2023,20230421,2014,57,143,Raja rhina,Longnose Skate,20Hook,800.0,800.0,160.0,3.0
"1,441",2023,20230421,2014,57,303,,Hook with Skin,20Hook,800.0,800.0,160.0,19.0
"1,442",2023,20230421,2014,57,304,,Empty Hook,20Hook,800.0,800.0,160.0,41.0
"1,443",2023,20230421,2014,57,305,,Hook with Bait,20Hook,800.0,800.0,160.0,78.0
"1,444",2023,20230422,2135,77,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,784.0,784.0,160.0,10.0
"1,445",2023,20230422,2135,77,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,784.0,784.0,160.0,6.0
"1,446",2023,20230422,2135,77,54,Squalus suckleyi,Spiny Dogfish,20Hook,784.0,784.0,160.0,6.0
"1,447",2023,20230422,2135,77,90,Sebastes babcocki,Redbanded Rockfish,20Hook,784.0,784.0,160.0,10.0
"1,448",2023,20230422,2135,77,143,Raja rhina,Longnose Skate,20Hook,784.0,784.0,160.0,12.0
"1,449",2023,20230422,2135,77,303,,Hook with Skin,20Hook,784.0,784.0,160.0,7.0
"1,450",2023,20230422,2135,77,304,,Empty Hook,20Hook,784.0,784.0,160.0,107.0
"1,451",2023,20230423,2137,78,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,1.0
"1,452",2023,20230423,2137,78,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,18.0
"1,453",2023,20230423,2137,78,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,792.0,792.0,160.0,1.0
"1,454",2023,20230423,2137,78,303,,Hook with Skin,20Hook,792.0,792.0,160.0,4.0
"1,455",2023,20230423,2137,78,304,,Empty Hook,20Hook,792.0,792.0,160.0,131.0
"1,456",2023,20230423,2137,78,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,1.0
"1,457",2023,20230424,2299,79,21,Ophiodon elongatus,Lingcod,20Hook,808.0,808.0,160.0,1.0
"1,458",2023,20230424,2299,79,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,808.0,808.0,160.0,1.0
"1,459",2023,20230424,2299,79,54,Squalus suckleyi,Spiny Dogfish,20Hook,808.0,808.0,160.0,2.0
"1,460",2023,20230424,2299,79,81,(includes brittle and basketstars),unident. Starfish,20Hook,808.0,808.0,160.0,1.0
"1,461",2023,20230424,2299,79,87,Sebastes maliger,Quillback Rockfish,20Hook,808.0,808.0,160.0,1.0
"1,462",2023,20230424,2299,79,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,808.0,808.0,160.0,10.0
"1,463",2023,20230424,2299,79,303,,Hook with Skin,20Hook,808.0,808.0,160.0,4.0
"1,464",2023,20230424,2299,79,304,,Empty Hook,20Hook,808.0,808.0,160.0,119.0
"1,465",2023,20230425,2140,80,21,Ophiodon elongatus,Lingcod,20Hook,800.0,800.0,160.0,2.0
"1,466",2023,20230425,2140,80,26,Gadus macrocephalus,Pacific Cod,20Hook,800.0,800.0,160.0,3.0
"1,467",2023,20230425,2140,80,54,Squalus suckleyi,Spiny Dogfish,20Hook,800.0,800.0,160.0,1.0
"1,468",2023,20230425,2140,80,87,Sebastes maliger,Quillback Rockfish,20Hook,800.0,800.0,160.0,4.0
"1,469",2023,20230425,2140,80,143,Raja rhina,Longnose Skate,20Hook,800.0,800.0,160.0,2.0
"1,470",2023,20230425,2140,80,303,,Hook with Skin,20Hook,800.0,800.0,160.0,14.0
"1,471",2023,20230425,2140,80,304,,Empty Hook,20Hook,800.0,800.0,160.0,109.0
"1,472",2023,20230425,2140,80,305,,Hook with Bait,20Hook,800.0,800.0,160.0,7.0
"1,473",2023,20230425,2140,80,307,,Bent/Broken/Missing,20Hook,800.0,800.0,160.0,1.0
"1,474",2023,20230426,2141,81,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,784.0,784.0,160.0,4.0
"1,475",2023,20230426,2141,81,21,Ophiodon elongatus,Lingcod,20Hook,784.0,784.0,160.0,4.0
"1,476",2023,20230426,2141,81,54,Squalus suckleyi,Spiny Dogfish,20Hook,784.0,784.0,160.0,1.0
"1,477",2023,20230426,2141,81,55,Rajidae,unident. Skate,20Hook,784.0,784.0,160.0,1.0
"1,478",2023,20230426,2141,81,87,Sebastes maliger,Quillback Rockfish,20Hook,784.0,784.0,160.0,1.0
"1,479",2023,20230426,2141,81,303,,Hook with Skin,20Hook,784.0,784.0,160.0,1.0
"1,480",2023,20230426,2141,81,304,,Empty Hook,20Hook,784.0,784.0,160.0,117.0
"1,481",2023,20230427,2158,82,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,792.0,792.0,160.0,9.0
"1,482",2023,20230427,2158,82,21,Ophiodon elongatus,Lingcod,20Hook,792.0,792.0,160.0,2.0
"1,483",2023,20230427,2158,82,26,Gadus macrocephalus,Pacific Cod,20Hook,792.0,792.0,160.0,4.0
"1,484",2023,20230427,2158,82,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,2.0
"1,485",2023,20230427,2158,82,37,Delolepis gigantia,Giant Wrymouth,20Hook,792.0,792.0,160.0,1.0
"1,486",2023,20230427,2158,82,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,4.0
"1,487",2023,20230427,2158,82,56,Hydrolagus colliei,Spotted Ratfish,20Hook,792.0,792.0,160.0,1.0
"1,488",2023,20230427,2158,82,87,Sebastes maliger,Quillback Rockfish,20Hook,792.0,792.0,160.0,2.0
"1,489",2023,20230427,2158,82,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,792.0,792.0,160.0,6.0
"1,490",2023,20230427,2158,82,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,1.0
"1,491",2023,20230427,2158,82,303,,Hook with Skin,20Hook,792.0,792.0,160.0,13.0
"1,492",2023,20230427,2158,82,304,,Empty Hook,20Hook,792.0,792.0,160.0,89.0
"1,493",2023,20230427,2158,82,305,,Hook with Bait,20Hook,792.0,792.0,160.0,18.0
"1,494",2023,20230428,2169,83,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,792.0,792.0,160.0,1.0
"1,495",2023,20230428,2169,83,26,Gadus macrocephalus,Pacific Cod,20Hook,792.0,792.0,160.0,1.0
"1,496",2023,20230428,2169,83,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,2.0
"1,497",2023,20230428,2169,83,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,4.0
"1,498",2023,20230428,2169,83,87,Sebastes maliger,Quillback Rockfish,20Hook,792.0,792.0,160.0,1.0
"1,499",2023,20230428,2169,83,100,Junkis nonspecificus,Inanimate Object,20Hook,792.0,792.0,160.0,1.0
"1,500",2023,20230428,2169,83,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,3.0
"1,501",2023,20230428,2169,83,303,,Hook with Skin,20Hook,792.0,792.0,160.0,17.0
"1,502",2023,20230428,2169,83,304,,Empty Hook,20Hook,792.0,792.0,160.0,115.0
"1,503",2023,20230428,2169,83,305,,Hook with Bait,20Hook,792.0,792.0,160.0,3.0
"1,504",2023,20230429,2333,84,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,808.0,808.0,160.0,2.0
"1,505",2023,20230429,2333,84,26,Gadus macrocephalus,Pacific Cod,20Hook,808.0,808.0,160.0,7.0
"1,506",2023,20230429,2333,84,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,808.0,808.0,160.0,1.0
"1,507",2023,20230429,2333,84,54,Squalus suckleyi,Spiny Dogfish,20Hook,808.0,808.0,160.0,2.0
"1,508",2023,20230429,2333,84,56,Hydrolagus colliei,Spotted Ratfish,20Hook,808.0,808.0,160.0,1.0
"1,509",2023,20230429,2333,84,143,Raja rhina,Longnose Skate,20Hook,808.0,808.0,160.0,1.0
"1,510",2023,20230429,2333,84,303,,Hook with Skin,20Hook,808.0,808.0,160.0,36.0
"1,511",2023,20230429,2333,84,304,,Empty Hook,20Hook,808.0,808.0,160.0,94.0
"1,512",2023,20230429,2333,84,305,,Hook with Bait,20Hook,808.0,808.0,160.0,10.0
"1,513",2023,20230430,2334,85,26,Gadus macrocephalus,Pacific Cod,20Hook,792.0,792.0,160.0,2.0
"1,514",2023,20230430,2334,85,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,14.0
"1,515",2023,20230430,2334,85,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,2.0
"1,516",2023,20230430,2334,85,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,3.0
"1,517",2023,20230430,2334,85,150,Sebastolobus alascanus,Shortspine Thornyhead,20Hook,792.0,792.0,160.0,2.0
"1,518",2023,20230430,2334,85,303,,Hook with Skin,20Hook,792.0,792.0,160.0,5.0
"1,519",2023,20230430,2334,85,304,,Empty Hook,20Hook,792.0,792.0,160.0,101.0
"1,520",2023,20230430,2334,85,305,,Hook with Bait,20Hook,792.0,792.0,160.0,3.0
"1,521",2023,20230431,2335,86,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,800.0,800.0,160.0,6.0
"1,522",2023,20230431,2335,86,143,Raja rhina,Longnose Skate,20Hook,800.0,800.0,160.0,2.0
"1,523",2023,20230431,2335,86,303,,Hook with Skin,20Hook,800.0,800.0,160.0,27.0
"1,524",2023,20230431,2335,86,304,,Empty Hook,20Hook,800.0,800.0,160.0,110.0
"1,525",2023,20230431,2335,86,305,,Hook with Bait,20Hook,800.0,800.0,160.0,9.0
"1,526",2023,20230433,3210,88,26,Gadus macrocephalus,Pacific Cod,20Hook,792.0,792.0,160.0,1.0
"1,527",2023,20230433,3210,88,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,2.0
"1,528",2023,20230433,3210,88,31,Sebastes aleutianus,Rougheye Rockfish,20Hook,792.0,792.0,160.0,1.0
"1,529",2023,20230433,3210,88,303,,Hook with Skin,20Hook,792.0,792.0,160.0,51.0
"1,530",2023,20230433,3210,88,304,,Empty Hook,20Hook,792.0,792.0,160.0,49.0
"1,531",2023,20230433,3210,88,305,,Hook with Bait,20Hook,792.0,792.0,160.0,38.0
"1,532",2023,20230582,3010,73,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,800.0,800.0,160.0,5.0
"1,533",2023,20230582,3010,73,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,800.0,800.0,160.0,23.0
"1,534",2023,20230582,3010,73,90,Sebastes babcocki,Redbanded Rockfish,20Hook,800.0,800.0,160.0,1.0
"1,535",2023,20230582,3010,73,138,Bathyraja aleutica,Aleutian Skate,20Hook,800.0,800.0,160.0,2.0
"1,536",2023,20230582,3010,73,143,Raja rhina,Longnose Skate,20Hook,800.0,800.0,160.0,1.0
"1,537",2023,20230582,3010,73,150,Sebastolobus alascanus,Shortspine Thornyhead,20Hook,800.0,800.0,160.0,5.0
"1,538",2023,20230582,3010,73,303,,Hook with Skin,20Hook,800.0,800.0,160.0,5.0
"1,539",2023,20230582,3010,73,304,,Empty Hook,20Hook,800.0,800.0,160.0,108.0
"1,540",2023,20230582,3010,73,307,,Bent/Broken/Missing,20Hook,800.0,800.0,160.0,1.0
"1,541",2023,20230585,3011,76,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,46.0
"1,542",2023,20230585,3011,76,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,2.0
"1,543",2023,20230585,3011,76,150,Sebastolobus alascanus,Shortspine Thornyhead,20Hook,792.0,792.0,160.0,1.0
"1,544",2023,20230585,3011,76,303,,Hook with Skin,20Hook,792.0,792.0,160.0,12.0
"1,545",2023,20230585,3011,76,304,,Empty Hook,20Hook,792.0,792.0,160.0,93.0
"1,546",2023,20230585,3011,76,305,,Hook with Bait,20Hook,792.0,792.0,160.0,5.0
"1,547",2023,20230586,3012,77,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,792.0,792.0,160.0,2.0
"1,548",2023,20230586,3012,77,21,Ophiodon elongatus,Lingcod,20Hook,792.0,792.0,160.0,2.0
"1,549",2023,20230586,3012,77,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,14.0
"1,550",2023,20230586,3012,77,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,2.0
"1,551",2023,20230586,3012,77,90,Sebastes babcocki,Redbanded Rockfish,20Hook,792.0,792.0,160.0,18.0
"1,552",2023,20230586,3012,77,138,Bathyraja aleutica,Aleutian Skate,20Hook,792.0,792.0,160.0,4.0
"1,553",2023,20230586,3012,77,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,3.0
"1,554",2023,20230586,3012,77,150,Sebastolobus alascanus,Shortspine Thornyhead,20Hook,792.0,792.0,160.0,1.0
"1,555",2023,20230586,3012,77,303,,Hook with Skin,20Hook,792.0,792.0,160.0,24.0
"1,556",2023,20230586,3012,77,304,,Empty Hook,20Hook,792.0,792.0,160.0,75.0
"1,557",2023,20230586,3012,77,305,,Hook with Bait,20Hook,792.0,792.0,160.0,2.0
"1,558",2023,20230586,3012,77,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,3.0
"1,559",2023,20230587,3001,78,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,792.0,792.0,160.0,1.0
"1,560",2023,20230587,3001,78,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,35.0
"1,561",2023,20230587,3001,78,31,Sebastes aleutianus,Rougheye Rockfish,20Hook,792.0,792.0,160.0,4.0
"1,562",2023,20230587,3001,78,90,Sebastes babcocki,Redbanded Rockfish,20Hook,792.0,792.0,160.0,7.0
"1,563",2023,20230587,3001,78,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,1.0
"1,564",2023,20230587,3001,78,150,Sebastolobus alascanus,Shortspine Thornyhead,20Hook,792.0,792.0,160.0,4.0
"1,565",2023,20230587,3001,78,303,,Hook with Skin,20Hook,792.0,792.0,160.0,16.0
"1,566",2023,20230587,3001,78,304,,Empty Hook,20Hook,792.0,792.0,160.0,80.0
"1,567",2023,20230587,3001,78,305,,Hook with Bait,20Hook,792.0,792.0,160.0,10.0
"1,568",2023,20230587,3001,78,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,1.0
"1,569",2023,20230588,3002,79,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,39.0,20.0,3.0
"1,570",2023,20230588,3002,79,150,Sebastolobus alascanus,Shortspine Thornyhead,20Hook,792.0,39.0,20.0,2.0
"1,571",2023,20230588,3002,79,303,,Hook with Skin,20Hook,792.0,39.0,20.0,1.0
"1,572",2023,20230588,3002,79,304,,Empty Hook,20Hook,792.0,39.0,20.0,14.0
"1,573",2023,20230589,3013,80,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,792.0,792.0,160.0,4.0
"1,574",2023,20230589,3013,80,21,Ophiodon elongatus,Lingcod,20Hook,792.0,792.0,160.0,1.0
"1,575",2023,20230589,3013,80,26,Gadus macrocephalus,Pacific Cod,20Hook,792.0,792.0,160.0,3.0
"1,576",2023,20230589,3013,80,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,4.0
"1,577",2023,20230589,3013,80,87,Sebastes maliger,Quillback Rockfish,20Hook,792.0,792.0,160.0,4.0
"1,578",2023,20230589,3013,80,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,792.0,792.0,160.0,11.0
